circle_id,waseda_id,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,所属人数,設立年,外国人学生の受け入れ,外国人学生歓迎マーク,写真URL,ウェブサイト（学校）,サイトメモ,ウェブサイト（サークル）,Instagram,X,Facebook,LINE,Waseda Weekly,YouTube,TikTok,note,その他のリンク,備考
C0354,3309,Waseda Folksong Society（WFS）,文化・芸術,音楽,Waseda Folksong Societyは、1963年創立の早稲田大学公認十二大バンドサークルです。 コピーを主としており、オルタナやインディー、ポストパンク、エモなどと呼ばれているジャンルの音楽を邦楽・洋楽問わず演奏しています。ですが基本的にジャンル・形態などは不問です！ 月1ペースでライブをしており、ライブごとにバンドを出してメンバーを集めるというフリースタイルな形で活動しています。なので毎回同じメンバーでやる必要がなく、好きなときに好きな音楽をやりたい形で演奏することができます。 大学に入ってから楽器を始めよう、という人も大歓迎です。早稲田生はもちろんインカレの方の参加もOK！ 入会はいつでも可能で、前期途中から・後期からなどの途中入会も歓迎いたします。アットホームな雰囲気で楽しくサークル活動しています ぜひ遊びに来てみてください！,毎週月曜日/18時/学生会館,30人,1964年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/315ca2e3119791a60ce39def2dbb30d4-940x1253.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/4e8b158e8fd0e4dfa6ca77207587c6db-940x528.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/d25104a8fd5a229f69158c0a543df6ac-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3309&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0355,3526,Swing & Jazz Club,文化・芸術,音楽,"3〜6人程度の少人数編成でジャズを演奏する早稲田大学理工学術院公認サークルです。ジャンルはモダンジャズを中心にラテンやボサノヴァ等々、幅広く扱っています。
/
/年に数回のライブを行っており、所属しているサークル員は希望すれば誰でもライブに出演する事ができます。また、学生会館B121にある単独部室には、アップライトピアノ、ウッドベース2台、ドラムセットが備え付けてあります。他にもサクソホンやトランペットなどの管楽器も数本所有しています。部員は初心者が多く、ほとんどが大学からジャズを始めた、もしくは大学から楽器を始めたという人ばかりです。経験者の方はもちろん、楽器未経験者の方々も大歓迎です。ちなみに大学から楽器を始めた人が幹事長であった代もあったそうです。
/
/月に数回学生会館でセッションを行っています。セッションとはその場にいるメンバーで好きな曲をその場で即興的に演奏するものです。セッションは部員でない方でも、参加から見学まで歓迎します。セッションの日時や場所の予定についてはBlogなどに掲載しています。",平日/学生会館B121（部室）、週末/学生会館B123など,37人,1964年,3人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/Swing-Jazz-Club1.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/Swing-Jazz-Club2.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/Swing-Jazz-Club3.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3526&lng=en,なし,なし,なし,https://twitter.com/swingandjazz,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0356,3527,早稲田大学アンサンブルギタール,文化・芸術,音楽,クラシックギターを合奏形式で演奏する理工学部公認サークルです。サークル員全員で合奏するクラシック曲から、ドラムやベースをはじめとしたパーカッションと共に演奏するポピュラーな曲まで、幅広い演奏ができるのがこのサークルの魅力です。サークルに入部する新入生の大半がギター初心者なので、初心者大歓迎です。ギター経験者も、ギターの経験を生かしつつ、他の楽器に挑戦することもできますよ。年に3回、他大学サークルと合同での演奏会を行っています。12月には1年間の集大成として、ホールを貸し切って定期演奏会を開催しています。練習は部室がある学生会館で行っています。部室にあるギターを使って練習するため、ギターを購入する必要はありません。部室にはアコギやドラムもあるので弾き語りやバンドにチャレンジする人がたくさんいます。理工学部公認なので理工学部の生徒が多めですが、文系の生徒も多くいるのでみなさんお気軽にお越しください！2年生以上の方もお待ちしています！！,毎週火曜日5~6限・土曜日4~5限/学生会館,24人,1964年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2025/03/IMG_2203-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2025/03/IMG20241201170402-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2025/03/IMG20241201185708-940x705.jpeg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3527&lng=en,なし,なし,https://www.instagram.com/ensemble_guitare,https://x.com/w_guitare,なし,https://line.me/R/ti/p/@177juluk,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0357,3127,シャンソン研究会（シャン研）,文化・芸術,音楽,やりたいことがなんでもできる！を信条にシャンソン研究会は活動しています。シャンソン研究会はシャンソンのみを研究しているサークルではありません。時代の移り変わりとともにさまざまな嗜好（しこう）を取り入れ、今では早稲田一オールジャンルを自負するサークルに成長しました。ギターやベース、ボーカルドラムキーボードはもちろん管楽器なども募集しているので吹奏楽部出身の人サークル員もたくさんいます。みんな練習や機材が大好きで、真面目に音楽に取り組んでいます！演奏するジャンルはポップスやロック、プログレッシブメタルはもちろんジャズ・フュージョン、アニソン、ポストロック?マスロック、ロシアの民謡やインドのプログレまで、やりたい音楽がなんでもできます！今まで同じ趣味のメンバーを見つけられなかったあなたもシャンソン研究会ではどんな音楽でも受け入れます！また慶應・日本女子・白百合女子の各大学のシャンソン研究会と提携しており、練習やライブも合同で行います。全てのサークル員を合わせると200人近くの巨大なバンドサークルになるので、必ず趣味の会う人が見つかるはずです！ぜひシャンソン研究会で大学生活を音楽漬けにしましょう！！！,毎週火・土曜日/3〜7限/学生会館,60人,1964年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/44c05813d9621befa5f361c2dda3ced8-940x627.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/cb9aa31b11fa2955a0648e9df00043f2-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/a7680c5efdad3501691ade313b1e2351-940x622.jpeg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3127&lng=en,なし,なし,なし,https://twitter.com/WasedaCS,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0358,3533,KONA HAWAIIANS,文化・芸術,音楽,"早稲田の軽音サークルをお探しの、そこのあなた。こんにちは！多くのサークルがある中、ここをのぞいてくださりありがとうございます。KONA HAWAIIANSは何の変哲もないバンドサークルです。ハワイアン音楽はやってないよ！！4つのポイントを紹介いたします！
/
/
/
/まず1つ目に「固定バンド制」ということ。「固定バンド制」というのは入会から引退まで固定のバンドを組み、月に1度程度のライブで演奏をするスタイル！！しかし固定バンドの輪から広がって、他のバンドでもすぐに全体として仲良くなれます！これはフリーバンド制のバンドサークルにはない大きな強みです。
/
/
/
/2つ目にアットホームすぎてもはや家です。いわゆるバンドサークル的な激しい飲み会はないし、お酒は強要しません。自分たちで仲いい人たちと交流できるとてもいい雰囲気です。
/
/
/
/3つ目は「機材完備」の部室では個人練習、バンド練習ができますよ。スタジオ代が浮くのはかなり大きいですね〜。
/
/
/
/最後にオールジャンルなこと！邦ロック好きから、パンク好きから、ボカロ好きから、、、色んな人がいます。時々ラップしてる人もいる(?)
/
/
/
/ちなみに企画ライブというフリーバンド制のサークルと同じシステムの好きなアーティストをできるライブも年に4回くらいあります！兼サークルも可です。あなたの楽器を奏でる場はKONAにあるかも…？",随時/学生会館B118(部室、機材あり),44人,1965年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/KONA-HAWAIIANS2-940x623.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/KONA-HAWAIIANS3-940x627.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/KONA-HAWAIIANS1-940x623.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3533&lng=en,なし,なし,https://www.instagram.com/kona_hawaiians,https://twitter.com/kona_hawaiians,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0359,3128,音楽サークル星空,文化・芸術,音楽,2016年度で50周年を迎えた伝統あるサークルです！ 週に1、2回行われる弾き語りなどのアコースティック演奏会や月に1回のバンド形式ライブがあります！近年ではサークル員の数も増加し、学内では最大規模のサークルとなりました！楽器のレベルは初心者から玄人まで、音楽ジャンルは邦ロック好きが多いですが、洋楽やボカロなど様々なジャンルを愛する人が揃っています！楽器を初めて触る人や、新しい楽器を始めたいなという人も活躍を通してどんどん成長し、サークル内外で活躍しています！弾き語りもやりたいけどバンドだってやってみたい！ そんな欲張りなあなたをわたしたちは待ってます！ぜひお気軽に遊びに来てください！,週1、2回　不定期/16:30〜/学生会館,150人,1966年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/07/1X14C125-1-14-201607151223-41-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/07/1X14C125-1-15-201607151223-41-940x940.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/07/1X14C125-1-16-201607151223-41-940x627.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3128&lng=en,なし,なし,なし,https://twitter.com/hoshizora1966,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0360,3106,ギターソサエティー,文化・芸術,音楽,今年で創立50年を迎える早稲田大学唯一のクラシックギター独奏サークルです。初心者経験者問わず、和気あいあいとギターを練習しています。部室は学生会館E1115にあり、空きコマには部員が集まってギターを弾いたり楽しく過ごしています。楽譜の多さが自慢で、クラシック曲だけでなく、ポップス・洋楽・ディズニー・ジブリソングなどの曲を演奏できます。早稲田生・他大生・留学生皆さん大歓迎です。新歓合宿・夏合宿・秋の強化合宿の年3回ある合宿ではギターを練習しながら学年の壁を越えて親睦を深めることができます！夏合宿では重奏大会があり、とても盛り上がります。演奏会は年2回で6月と11月にホールを借りて行います。6月の演奏会は新入生の初ステージ、そして11月の定期演奏会は1年の集大成です。ぜひ一度部室に遊びに来てください！,毎週火・金曜日/16時半〜19時半/学生会館,38人,1967年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/d0e06197ceb9b28b8db851ddd5e5f7f4-940x529.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/bc1ec03bd08569b27e120da82b7bb7f0-940x627.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/2da27dfb26df9f8e583f4ab5322bd470-940x627.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3106&lng=en,なし,なし,なし,https://twitter.com/w_guitars,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0361,3110,アンサンブル・リドール,文化・芸術,音楽,"アンサンブル・リドールは、ポップスオーケストラという早稲田大学唯一の編成で演奏する大学公認サークルです。ビックバンドにバイオリン、フルート、クラリネットを加えた独自の編成で活動しています。演奏会では、ポップス、ジャズ、フュージョン、クラシックからゲームやアニメ音楽といった幅広いジャンルの曲を演奏しています。
【リドールの主な特徴】
「非レギュラー制」…初めからメンバー全員がコンサートに参加できます。オーディションなどはありません。
「アレンジ」…独自の編成であるため、演奏したい曲の楽譜を自分たちで作ります。希望する人だけなので強制ではありませんし、アレンジ講習会もあるので初心者でもチャレンジ出来ます！
「初心者・インカレ生歓迎」…メンバーの約3割が初心者です。大学から音楽を始めた人や今までとは違う楽器を始めた人、経験者だけど大学では緩く続けたい人など、まさに十人十色。上級生がサポートする上、純粋に音楽を楽しむことを大切にしているので、練習も自分のペースで続けられます。更に慶應義塾大、日本女子大、東京女子大をはじめとした多くのインカレ生が参加しています！
「イベント多数」…年3回の合宿・年2回の演奏会に加え、メンバーだけで行う内輪ライブや、早慶戦観戦・花火大会といったイベントも盛り沢山！
条件はただ一つ、音楽が好きなこと。素敵な仲間と一緒に、音楽のある大学生活を楽しみませんか？",週3回(月 木 土)/月木19:00~21:30・土17:00~20:30/学生会館地下1階音楽練習室,111人,1969年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2025/03/1X23D096-3-1-202502210943-1-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2025/03/1X23D096-3-1-202502210943-2-940x627.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2025/03/1X23D096-3-1-202502210943-3-940x627.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3110&lng=en,なし,https://rizdor.github.io/official/,https://www.instagram.com/ens_rizdor/,https://twitter.com/Ens_Rizdor,なし,なし,なし,https://m.youtube.com/channel/UCR7PFp4LlFeJhBVdwiNNyZA,なし,なし,なし,公式サイトから取得; リンク検証済み
C0362,3543,早稲田うたおう会,文化・芸術,音楽,理工承認のバンドサークル、早稲田うたおう会です！！ロック、パンク、ジャズ、メタル、アイドル、アニソン、ボカロとできるジャンルは多種多様、初心者の方でも気軽に参加できるサークルです！実際に、楽器を始めたのは大学からという先輩も多く在籍しています！1年間の活動は、都内のライブハウスをお借りして行う「コン」が3回、学生会館の教室で行う「教室ライブ」が3回、合宿が3回となっています。規模の大きいライブも小さいライブも頻繁に行っているので、初心者の方でも自分のペースで気軽にライブに参加できます！バンドメンバーをライブの度に組み直すフリーバンド制なので、いろいろな先輩とすぐに仲良くなれ、和気あいあいとしています！また忙しい人や兼サーする人でも自分のペースで参加できます！！うたおう会はインカレのサークルで、男子はほぼ全員が早稲田理工、女子は早稲田理工、学習院女子大学、東京家政大学、日本女子大学などの方々です。色々な学科の先輩がいるので、勉強に困ったときでも安心です(笑) OBやOGになっても参加できるので長らく活動することもできます！ 仲良くやっているのでぜひぜひ入会ご検討お願いしますー！,不定期/学生会館、都内ライブハウス,34人,1975年,1人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/bc5b7ac99543b2ccc41dc32f7c3b4f87-940x627.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/bab86f1f6347438a7964d931425f5620-940x623.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/853f355bc7ffc5e4f2c3e5ff508669c1-940x628.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3543&lng=en,なし,なし,http://www.instagram.com/weareutaoukai,https://twitter.com/weareutaoukai,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0363,3122,グリークラブ,文化・芸術,声楽,"早稲田大学グリークラブは、創立117年の男声合唱サークルです。
/
/定期演奏会では、2000人の観客を前に歌うことができます！
/
/いつも練習が終わった後は、全員でご飯に行きます。新入生は飯無料！
/
/
/
/数ある合唱団の中でも違うのは、演奏会以外にも出演の機会が多いことです。
/
/ワセグリは、早慶戦や入学式、卒業式など活躍の場がいっぱいあります。
/
/他にも日本全国や外国への演奏旅行、さらには紅白歌合戦などのテレビ出演もできます！
/
/プロオペラ歌手による本格的指導もあり、歌の上達すること間違いなし！
/
/もちろん初心者でも大丈夫！
/
/他大学との交流も積極的に行い、他合唱団とのジョイントコンサート予定しています。
/
/OBはあらゆる業界で活躍していて、アナウンサーや歌手も多数輩出しています。
/
/
/
/毎日充実した生活を送りたい人！
/
/普通の学生生活ではできないことを体験したい人！
/
/そして、いっぱい食べるのが好きな人は大歓迎です！",毎週月曜日・水曜日・金曜日/17:00〜/学生会館・早稲田奉仕園など,50人,1907年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/A-081_1-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/A-081_2-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/A-081_3-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/A-081_4-940x1254.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/A-081_5-940x627.jpeg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3122&lng=en,なし,https://www.wasedaglee.com/,https://www.instagram.com/waseda_glee_club,https://twitter.com/waseda_glee,なし,なし,なし,なし,なし,なし, 各種リンク一覧 ╢: https://linktr.ee/waseglee2024,公式サイトから取得; リンク検証済み; その他のリンクあり
C0364,3124,混声合唱団,文化・芸術,声楽,"オール早稲田の合唱サークルです♪
/
/オーケストラとの共演やプロの指揮者による指導、ボイストレーナーとの1対1の練習など、様々な貴重な体験をすることができます。
/
/合宿に行ったり、部室で仲間たちと喋ったり、練習後にご飯を食べに行ったり、休日に同期と遊んだり...団員それぞれ早混で楽しい大学生活を送っています！
/
/初心者でもコンクール出場経験者でも、歌うことが好きな人大歓迎です！！
/
/
/
/We are Waseda University Mixed Chorus♪
/
/All the members of WMC consists of Waseda University students.
/
/You can experience various musical activities such as singing with accompaniment of orchestra， chorus lessons by a professional conductor，and practice from the basic of chorus with voice-trainers.
/
/Whether you are a beginner or an experienced， we welcome anyone who loves to sing!","活動日時
/
/
/
/1年の7月まで 月・水：5〜6限、土：3、4限
/
/
/
/8月以降 火：18:50〜21:00、木・土：5〜6限
/
/
/
/※学生会館にて練習",60人,1948年,3人,あり,https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/A-083_1-940x628.jpg,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3124&lng=en,YouTubeリンク切れ,http://soukon.com/,https://www.instagram.com/soukon_eins_24/,https://twitter.com/eins_24_,https://m.facebook.com/wmc.soukon,なし,なし,https://www.youtube.com/@user-wm6vp8pu3p,なし,なし,なし,公式サイトから取得; リンク検証済み; YouTube: リンク切れ (404)
C0365,3123,コール・フリューゲル,文化・芸術,声楽,"早稲田大学コール・フリューゲルは、1949年に関屋晋らによって創設された男声合唱団です。団名の「Flügel」はドイツ語で「翼」を意味します。
主な活動は、4月の新歓コンサート、8月の甍演奏会、9月の東京都合唱コンクール、12月の単独演奏会の4本を中心に展開。弊団OBでもある3名の指揮者を迎え、各公演に向けて日々練習に励んでいます。
甍演奏会と単独演奏会では、古今東西の多彩な楽曲を取り上げ、委嘱初演にも積極的に取り組むなど、男声合唱の新たな可能性を拓いています。
朝日新聞社主催のコンクールでは金賞受賞多数。直近では2025年に第78回全日本合唱コンクールで金賞・日本放送協会賞を受賞しました。
このほかにも、東京都合唱祭出演、NHK「課題曲を歌おう」出演、晋友会合唱団の一員としてのオーケストラ共演など、活動は多岐にわたります。
新入団員を随時募集しています。
新歓演奏会を4月2日(木)に開催いたします！
ご興味のある方は各種SNSまたはメールまでご連絡ください。
常任指揮者：清水敬一
指揮者：清水昭　真下洋介
ピアニスト：小田裕之
練習ピアニスト：井川弘毅
ヴォイストレーナー：吉田浩之
メールでのお問い合わせ： [email protected]
最終更新：2026/2/23
(アイキャッチ写真©=山口敦)","毎週　月曜日・水曜日・金曜日　18:30〜21:00
学生会館を中心に、都内施設で練習",26人,1949年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2026/02/c36b10c8694a95b934631cda0be15143-940x627.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2026/02/f3be32b37969b8bb44ef1868f2b1c9dc-940x627.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2026/02/76084cd74d1b5e3f479ec81535be331d-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2026/02/c36b10c8694a95b934631cda0be15143-290x290.jpeg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3123&lng=en,なし,https://chorfluegel.org/,https://www.instagram.com/chorfluegel,https://x.com/chorfluegel,なし,https://lin.ee/zANbWwV,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0366,3121,合唱団,文化・芸術,声楽,"＼ようこそ、よく遊び、よく笑い、よく歌う早合（そうあい）へ！／
/
/
/
/早合は創立71周年を迎えた早稲田最大にして最高の混声インカレ合唱団です。
/
/50人もの個性豊かな団員たちと日々楽しく活動しています。
/
/早合の大きな特徴は、イベントの総数が年間20以上あるところ！
/
/その中でも目玉イベントは8月のサマーコンサートと12月の定期演奏会！
/
/今年のサマーコンサートは静岡県三島市で開催予定です。地域の高校生たちとのコラボステージもあり、大人数で作り上げるステージは圧巻です！素敵な夏の思い出になること間違いなし。
/
/定期演奏会では外部の先生をお招きし、本格的なご指導をいただきながら練習をします。1年間頑張ってきた仲間たちとだから歌える、最高のステージが待っています！！
/
/
/
/そんな早合は、大学から合唱を始めた人が「約6割」。合唱曲はもちろん、ポップスなども扱っており、初心者も経験者も共に合唱を楽しむことができます。
/
/そして…合唱だけじゃないのが早合の魅力。
/
/二声親睦会、サマコン合宿、練習後のご飯など、団員同士の絆が深まるイベントをたくさん開催！
/
/
/
/合唱が好きなあなたも、タダ飯が食べたいあなたも！
/
/365日、団員募集中です◎公式SNSにて最新の情報を更新しています！
/
/
/
/私たちと一緒に、最高の早合生活を送りませんか？","毎週火曜日・木曜日/18:55~20:35/学生会館
/
/
/
/毎週土曜日/17:00~20:35/学生会館",49人,1953年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/08/1X14C125-1-14-201607151223-107-940x627.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/08/1X14C125-1-15-201607151223-106-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/08/1X14C125-1-16-201607151223-106-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3121&lng=en,なし,https://wasedachorus.com/,https://www.instagram.com/waseda.chorus,https://x.com/wuc2024shinkan,https://www.facebook.com/waseda.chorus,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0367,3126,Street Corner Symphony,文化・芸術,声楽,"私たちStreet Corner Symphonyは30年以上の歴史を持つ日本で最も歴史のあるアカペラサークルの一つで、TRY-TONE、Smooth Ace、AJI、ゴスペラーズなどプロデビューを果たした卒業生も多数輩出しております。
/
/J-popをはじめとして、Jazzやラテン、民族音楽までさまざまなジャンルの音楽を人の声だけで表現しています。
/
/早稲田の数ある音楽サークルの中でもこれだけのジャンルを扱っている音楽サークルは自分たちだけではないでしょうか、きっと自分の好みの音楽と出会うことができるはずです。
/
/
/
/サークルでは年間を通してさまざまなイベントがあります。
/
/その中でも、サークル員の手で一から全てを作り上げるサークルライブは圧巻です。
/
/出演者はもちろん、出演者の演奏を彩る照明機材や音響機材、舞台の装飾からパンフレットまで全てをサークル員の手で企画、運営をしております。
/
/毎回300人を超えるお客さまがご来場する、サークル一大イベントとなってます。
/
/
/
/他にも関東や関西など日本各地で行われる全国大会でもサークル員が活躍しております。
/
/全国でも通用する高いレベルで一緒にアカペラしませんか？
/
/サークル員一同お待ちしています！",随時/学生会館B1， 1， 9， 10， 11階,200人,1984年,1人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/Street-Corner-Symphony1-940x627.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/Street-Corner-Symphony2-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/Street-Corner-Symphony3-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3126&lng=en,なし,https://acappellascs.jp,https://www.instagram.com/scs_acappella/,https://twitter.com/SCS_Acappella,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0368,3129,Choco Crunch,文化・芸術,声楽,"アカペラサークル Choco Crunchです！/
//
/Choco Crunchは2000年に設立されたインカレサークルで、さまざまな大学の学生が所属しています。また、理系のサークル員や2年生以上からの入会も多く、さまざまな人と関わることができます。音楽未経験での入会も多く、誰でも楽しめるのが魅力です。/
//
/私たちは「みんなで楽しくレベルアップ」をモットーに活動しています！/
//
/主に月2回程度行われる全体練習に加え、アカペラバンドごとの活動も行っています。バンドでの活動では、ジャンルを問わずさまざまな曲が演奏でき、年に2度開催するサークルライブへの出演を目指したり、サークル内部での発表を楽しんだり、外部の大会などに出場したりとそれぞれの目的に合わせてアカペラを楽しむことができます。Choco Crunch所属のバンドが全国大会で部門優勝するなどの実績もあります。/
//
/また、アカペラ以外のイベントも充実しており、年に2度の合宿、ハロウィンパーティーやクリスマスパーティー、遠足やボウリングなどにも力を入れています。こうしたイベントを通して、学年や期、年齢性別を問わずみんなと仲良くなれること間違いなしです！",第一週火曜日/5，6限/学生会館、第三週土曜日/2限/学生会館,104人,2000年,1人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/Choco-Crunch1-940x626.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/Choco-Crunch2-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/Choco-Crunch3-940x570.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3129&lng=en,なし,https://chococrunchsinkan.wixsite.com/my-site,https://www.instagram.com/choco_acappella,https://twitter.com/Choco_acappella,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0369,3315,口笛サークル　ことリップ,文化・芸術,声楽,私たち口笛サークルことリップは、複数人で吹くアンサンブルをメインに活動している口笛サークルです！ 週に2回戸山キャンパスの学生会館に集まって口笛の練習やおしゃべりに興じており、アットホームな雰囲気のサークルとなっております。音楽経験がなくても、口笛がそんなに吹けなくても、居場所に困ったらぜひ一度足を運んでみてください！ インカレ生(他大生)だけでなく年度によっては留学生も在籍しており多様な口笛好きの人と仲間になれます♪入るのに何の資格も必要なく、所属するためにかかるお金もなく、ステージに出演する際にその都度徴収するだけなのでお財布が心配な方も安心です！早稲田祭はもちろん、早稲田地球感謝祭などの地域の祭りや全国の口笛吹きが集まる演奏会への参加や、近年では世界大会への出場など活動の幅を広げております。今まで早稲田にしか学生の口笛サークルは存在しませんでしたが、ここ1、2年で全国各地に口笛サークルが誕生しており、それらのサークルさんとの交流も始めています！もちろん口笛だけでなく、ゆったりと皆で遊ぶこともあり、居心地の良さなら他の追随を許しません。ぜひ一度コンタクトを取って、気軽に見学に来てみてください！,毎週月曜日・木曜日/17時〜20時半/学生会館,30人,2011年,0人,あり,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3315&lng=en,なし,https://wkuchibue.wixsite.com/cotolip,https://www.instagram.com/cotolip_whistle,https://twitter.com/wkuchibue,なし,なし,https://www.waseda.jp/inst/weekly/report/2015/12/07/11797/,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0370,3734,早稲田大学女声合唱団,文化・芸術,声楽,"早稲田大学女声合唱団、通称わせ女（わせじょ）です！
/
/
/
/指揮者、ボイストレーナーによる本格的な指導が受けられるのはもちろん！その練習の楽しさもわせ女の魅力の一つです！
/
/
/
/一年を通して単独演奏会、他大とのジョイント公演、合唱祭やコンクール出演、合宿など様々なイベントがあります。
/
/
/
/大学、学年、男女問わず女声合唱をしたい人大歓迎！さあ、あなたも歴史の立役者になりませんか？
/
/
/
/Singing is our strength.
/
/Let’s sing now， Waseda Female Chorus!
/
/
/
/We are Waseda-Daigaku-Josei-Gassyodan (a.k.a “Wasejo”)! We are regularly getting coached from a conductor and a vocal coach. Having dinner after practice is one of the best part of our activities! Moreover， mobility is our strength. There are many events throughout the year， such as our own concert， a joint concert with other universities， an open-air concert， contests， training camps， and a year-end party (“Bonenkai”). Everyone who wants to sing in a female chorus is welcome: from any universities， in any grades， and any genders!
/
/",毎週月曜日・木曜日/18:55~21:10/早稲田大学内,35人,2018年,2人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/C-274_1-940x625.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/C-274_2-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3734&lng=en,なし,https://wasedafemalechorus.wixsite.com/wasejo,https://www.instagram.com/wchorus_f/,https://twitter.com/WChorus_F,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
