circle_id,waseda_id,source_hash,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,サイトメモ,translation_status,review_status,review_note
C0041,3717,9962c9cd270eadc3,F.S.S. 테니스 클럽,스포츠(구기),테니스,"저희 F.S.S. 테니스 클럽은 창립 47년째를 맞이한 유서 깊은 와세다 대학 공인 테니스 동아리입니다. 일본여자대학 테니스 코트와 우키마후나토의 도영 코트를 이용하여 화요일과 목요일 주 2회 연습을 중심으로, 동아리 전체의 테니스 실력 향상을 목표로 하고 있습니다.F.S.S.는 초보자를 대환영하는 동아리입니다! 대학에서 테니스를 시작한 사람이 많이 재적하고 있으며, 경험자의 지도 아래 실전에서 싸울 수 있을 정도로 성장할 수 있습니다. 교내 리그에는 소속되어 있지 않기 때문에, 힘든 훈련은 전혀 없고 즐겁고 여유롭게 테니스를 즐길 수 있는 것이 매력입니다. 매일의 연습 성과는 최대 연 5회 열리는 합숙 토너먼트전을 통해 발휘할 수 있습니다.또한, F.S.S.는 동아리원 간의 유대감을 다질 수 있는 이벤트도 풍부합니다! 월 1회 빈도로 열리는 불꽃놀이 대회나 할로윈 파티, 크리스마스 파티 등 사계절의 다양한 이벤트를 통해 대학 생활을 만끽할 수 있습니다! 무엇보다 동아리원들 간의 사이가 좋고, 가족 같은 분위기가 특징인 테니스 동아리입니다! 테니스 초보자분들도, 물론 경험자분들도 꼭 한 번 F.S.S.에 놀러 오세요!",매주 화요일·목요일/17시/일본여자대 테니스 코트·우키마후나토 도영 코트,없음,machine_translated,not_reviewed,
C0042,3790,a3b696089da61a22,와세다 대학 크레스트 테니스 클럽,스포츠(구기),테니스,"1975년에 설립된 유서 깊은 와세다 공인 테니스 동아리입니다! 남녀 비율은 1:1이며, 경험자와 초보자의 비율도 반반이라 누구나 테니스를 즐길 수 있는 동아리입니다! 동아리 전체 인원은 40명으로 소규모라 모두 금방 친해질 수 있는 친근한 동아리입니다! 또한, '12대'라는 유서 깊은 조직에도 소속되어 있어 안심하고 최고의 동아리 생활을 보낼 수 있습니다!
평소 연습은 주 2회, 도쿄 도내 테니스 코트에서 진행합니다! 요일이 정해져 있지 않아 자신이 가고 싶은 요일에 연습에 참여할 수 있습니다! 연습에는 초보자용 코트도 마련되어 있어 대학에서 테니스를 시작하는 사람도 금방 실력이 늘 수 있습니다! 물론 경험자들도 서로 실력을 겨루며 제대로 연습할 수 있습니다!
그 외에도 월 1회 열리는 이벤트와 연 4회 열리는 합숙을 통해 테니스 이외의 활동도 즐길 수 있습니다! 소규모 동아리만의 아늑한 분위기와 알찬 이벤트로 남녀, 선배 후배 관계없이 친해질 수 있습니다! 크레스트에서 최고의 대학 생활을 보내세요!!","요일 불규칙/17시부터 19시/우키마 공원, 키바 공원, 사루에 온시 공원 등 도쿄 도내 테니스 코트",없음,machine_translated,not_reviewed,
C0043,3381,4b27ba2ff362ce5d,와세다 포티러브,스포츠(구기),테니스,"올해로 45주년을 맞이하는 대학 공인 테니스 동아리입니다! 남녀 비율이 1:1, 학년당 25명 정도로 전체 100명 규모의 동아리입니다! 동기들과의 사이가 좋은 것은 물론, 선배·후배 간의 관계도 좋아 세대를 아우르는 유대감이 강한 아늑한 분위기가 Forty-Love의 가장 큰 특징입니다(^^)
/
/
/
/남자 멤버는 전원 와세다 대학, 여자는 와세다·일본여자·도쿄여자 대학 출신이라 같은 대학은 물론, 다른 대학 사람들과도 인연을 맺을 수 있는 점도 장점! 연습은 월·목 주 2회, 오전과 오후에 진행되므로 수업 빈 시간을 이용해 테니스를 칠 수 있습니다! 야간 연습이나 초보자 연습도 진행하고 있어서, 연습일이 수업으로 꽉 차 있어도 연습할 수 있어요!또한, 시간이 맞는 요일이 같은 사람들끼리 자주 테니스를 치기 때문에 테니스를 칠 기회가 적다는 일은 절대 없습니다! 경험자와 초보자의 비율이 1:1이라서, 대학에서 테니스를 시작하는 사람도 안심! 테니스 코치 경험자도 있어서, 테니스 경험자라도 서로 경쟁하며 실력을 갈고닦을 수 있어요! 초보자도 점점 실력이 늘 수 있어요(^-^)
/
/
/
/사루에·조호쿠·아카츠카·시노자키·토네·후추·키바·오미야 등 다양한 코트를 이용하고 있어서 참여하기 쉬워요! 역사가 길고 조직도 탄탄한 '12대'라는 연맹에 소속되어 있어서 안심하고 동아리 생활을 할 수 있어요(^O^)
/
/
/
/작년에는 와세다 컵 5위!!",매주 월요일·목요일/9시~17시(자유 참가)/사루에·조호쿠·아카츠카·시노자키·토네·후추·키바·오미야 등/와세다대학 15호관 라운지,웹사이트(동아리) 접속 제한,machine_translated,not_reviewed,
C0044,3388,1a4a258869dfac1f,갤럭시 테니스 클럽,스포츠(구기),테니스,"갤럭시 테니스 클럽은 1학년당 25명 정도이며, 남녀 비율 1:1인 중규모 테니스 동아리입니다. 멤버는 모두 와세다대 학생으로, 다양한 학과의 친구들을 많이 사귈 수 있습니다. 절반 이상이 테니스 초보자이지만, 선배들이 친절하게 가르쳐 주기 때문에 초보자도 안심! 물론 경험자도 대환영입니다.함께 즐기면서 실력을 키워 나갑시다! 선배와 후배 사이도 좋아서, 다 같이 놀러 가기도 하고, 점심시간이나 수업이 없는 시간에는 라운지에 모여 시간을 보내고 있습니다. 갤럭시에서는 스포츠 행사나 불꽃놀이, 와세다 축제 등 매달 다양한 이벤트를 진행하고 있으니, 모두와 함께할 추억을 많이 만들 수 있어요! 우리에게 갤럭시란, 편안한 공간이자 대학 생활에 없어서는 안 될 존재입니다. 여러분도 갤럭시에서 최고의 동료들과 함께 최고의 대학 생활을 보내보지 않으시겠어요??",매주 월요일·수요일·금요일 / 13~17시 / 키바 공원 코트,없음,machine_translated,not_reviewed,
C0045,3390,00231a15c6a130f7,와세다 대학 홈 테니스 클럽,스포츠(구기),테니스,"대학에 입학해서 뭔가 새로운 것을 시작하고 싶은 분, 테니스를 하고 싶은 분, 함께 즐거운 일을 하고 싶은 분, 최고의 동료를 만나고 싶은 분, 홈 테니스 클럽에서 그런 꿈을 이루어 보지 않으시겠습니까? 우리 홈 테니스 클럽은 수많은 테니스 동아리 중에서도 드문 와세다 대학 전용 소수 정예 동아리입니다! 그렇기에 가능한 장점이 있습니다. 인원이 적기 때문에 테니스를 할 때도 코트에 오래 머물 수 있고, 공을 많이 칠 수 있습니다.그리고 신와세다 대학 테니스 동호회 연맹 3부에 소속된 홈은, 타 동아리와의 교류전이나 단체전에도 참가할 수 있어 선수들의 동기 부여가 되고 있습니다. 테니스를 새로 시작하는 분들도 처음부터 배울 수 있고, 레벨별로 코트가 배정되니 안심하세요! 테니스를 중시하는 동아리이지만, 이벤트도 풍성합니다! 도쿄의 명소를 거닐며 주제를 해결해 나가는 워크 랠리, 큰 공원으로 나가 축구나 '다루마상이 넘어졌다'를 하거나, 와세다-게이오전을 관전하는 등 1년 내내 다양한 이벤트를 즐길 수 있습니다! 그리고 테니스 동아리에서 가장 궁금해하는 술자리에 대해 말씀드리자면, 홈은 느긋하게 즐기는 것을 모토로 하고 있습니다. 원샷 강요 등은 물론 없으며, 다 함께 담소를 나누며 차분한 분위기의 술자리를 갖습니다! 마지막으로, 1학년에 15명 정도라는 소규모 운영 덕분에 동기뿐만 아니라 선배, 후배와의 유대감도 깊어집니다. 홈에서 평생의 친구와 함께 최고의 4년을 보내보지 않으시겠습니까!",매주 월·화·수·목요일 중 2일/17~19시/철학당 공원,없음,machine_translated,not_reviewed,
C0046,3567,099d7fbd77be825e,t:M(팀),스포츠(구기),테니스,"저희 t;M은 도코로자와 캠퍼스에서 활동하는 테니스 동아리입니다. 도코로자와 캠퍼스의 테니스 코트를 이용해 주 3회 느긋하고 여유롭게 테니스를 즐기고 있습니다. 가입비가 1,000엔으로 다른 테니스 동아리에서는 상상도 할 수 없을 만큼 저렴합니다! 또한, 초보자 환영 동아리로 매년 많은 초보자들이 가입해 줍니다. 테니스는 선배들이 친절하게 가르쳐 주기 때문에 금방 실력이 늘어요. 그리고 이벤트도 많아서, 연 3회의 합숙, 크리스마스 파티 등 즐거운 행사가 가득합니다. 꼭 t;M에 가입해서 최고의 대학 생활을 보내요!",매주 월요일·목요일·금요일 / 13:00~19:30 / 도코로자와 캠퍼스 테니스 코트,없음,machine_translated,not_reviewed,
C0047,3378,ac068037dc9c86c2,Truth 테니스 클럽,스포츠(구기),테니스,"안녕하세요! 저희 Truth 테니스 클럽은 와세다 대학 공인·올 와세다의 아늑한 테니스 동아리입니다! 각 학년 약 20명, 남녀 비율은 1:1인 중규모 동아리입니다! 테니스를 하고 싶지만, 와세다의 테니스 동아리는 좀 무섭다…라고 생각하는 분들에게 딱 맞는 동아리입니다!테니스 초보자도 경험자도 대환영! 연습은 주 3회, 대학에서 15분 정도 거리에 있는 테니스 코트에서 하고 있습니다! 초보자라도 선배들이 친절하게 가르쳐 주니 안심하세요! 3개월에 한 번 정도 큰 테니스 코트를 빌려 동아리 내 대회를 열기도 합니다! Truth에서는 테니스 외에도 일 년 내내 연 3회의 합숙, 와세다-게이오전 관전, 와세다 축제, 크리스마스 파티 등 즐거운 이벤트가 가득합니다!그리고 무엇보다도 Truth의 가장 큰 장점은 최고의 동료들을 만날 수 있다는 점입니다! Truth의 동료들은 평생의 친구가 될 것이 틀림없습니다! 그런 최고의 동료들과 함께 최고의 대학 생활을 보내 봅시다!",매주 월·목·금요일 / 16시~18시 / 이케부쿠로·아카바네,없음,machine_translated,not_reviewed,
C0048,3632,d4db1b16d37dace0,Laissez-Faire T．C．,스포츠(구기 종목),테니스,"이공계 학생 한정! 테니스도 학업도 열심히 할 수 있는 신하야연 소속 테니스 동아리입니다! 「No Drink, Money is important, We Love Tennis」를 모토로 성실하고 즐겁게 활동하고 있습니다! 연습은 주 2~3회, 수업과 겹치지 않는 야간 시간에 진행합니다. 또한 시험 전에는 준비 기간을 마련하고 있어, 테니스 동아리이면서도 공부에도 힘을 쏟을 수 있습니다!물론, 도주중이나 크리스마스 파티 등의 이벤트, 정기적으로 열리는 교류전, 열기가 뜨거운 여름 합숙 등 즐길 거리가 가득합니다! 남녀 비율은 약 1:1이며, 초보자부터 경험자까지 폭넓게 소속되어 있습니다. 대학에서 테니스를 하고 싶지만 동아리에 잘 적응할 수 있을지 걱정되는 당신! 꼭 한번 레세페르에 방문해 주세요!! 최고의 대학 생활을 우리와 함께 보내요! 동아리원 일동이 기다리고 있습니다!","주 2~3회(금요일 고정), 주 2~3회·성북공원 등",없음,machine_translated,not_reviewed,
C0049,3389,022e62a6ec7c0a15,와세다 대학 판타스틱 테니스 클럽,스포츠(구기),테니스,"처음 뵙겠습니다! 저희는 와세다 대학 공인 동아리인 판타스틱 테니스 클럽입니다. 연습은 월~금요일 오전, 오후로 주 10회 진행되며, 학업이나 아르바이트 등 자신의 일정에 맞춰 테니스를 즐길 수 있습니다!! 또한 경험자와 초보자가 1:1로 함께하며, 누구나 환영하는 아늑한 분위기가 특징입니다!/
///
//테니스는 레벨별로 연습을 진행하고 있어 초보자부터 경험자까지 각자에게 맞는 연습을 할 수 있습니다!! 경험자뿐만 아니라 초보자 지도에도 힘을 쏟고 있어, 비기너스 컵 우승 경험도 있습니다!/
///
//또한 테니스뿐만 아니라 여름 합숙, 스키 투어, 크리스마스 파티 등 일 년 내내 이벤트를 진행하고 있어 즐거움은 보장됩니다!! 테니스에 관심이 없는 분도, 테니스를 진지하게 하고 싶은 분도 판타에서 최고의 동료들과 함께 최고의 대학 생활을 보내보지 않으시겠습니까?","매주 월요일~금요일/8시~10시, 13시~17시/와세다 인근 테니스 코트",없음,machine_translated,not_reviewed,
C0050,3522,0656ecb2384684b0,와세다 대학 이공학부 배구부,스포츠(구기),배구,"이공 배구부는 '리코바레'라는 애칭으로 오랫동안 사랑받고 있습니다. 이공학술원 공인 동아리로 주로 이공학부 학생들로 구성되어 있어, 수업과 최대한 겹치지 않도록 평일 저녁과 토요일 낮에 연습을 합니다. 멤버는 선수(남자만)와 매니저(여자만)로 구성됩니다. 이공계 위주이지만 문과생도 재적하고 있어 화기애애한 분위기입니다.연 2회 열리는 동호회 리그(5월, 11월)와 이공학 리그(6월, 12월)를 중심으로 많은 대회에 참가하며, 합숙은 3회(8월, 11월, 3월) 있습니다.배구를 제대로 하고 싶지만 학업에 지장을 주고 싶지 않고, 합숙이나 회식, 이벤트도 즐기고 싶은 분들에게는 안성맞춤인 동아리라고 생각합니다(＾◇＾) 어느 동아리에 들어갈지 고민 중인 분, 새로 배구를 시작하고 싶은 분, 공부가 바쁘지만 배구도 하고 싶은 분은 꼭 한번 구경하러 오세요!! 신규 부원 모집은 원칙적으로 신입생 환영 기간(4월, 5월)에만 진행됩니다!","매주 월요일·목요일(오쿠보 초등학교: 18시~21시), 토요일(오쿠보 초등학교: 9시~12시)",없음,machine_translated,not_reviewed,
C0051,3166,c09e9583adb9e1db,배구 동호회,스포츠(구기),배구,"배구 동호회는 와세다 대학 공인 배구 동아리입니다. 매주 화요일과 격주로 목요일, 토요일 주 2회, 세타가야구, 이타바시구, 기요세시 등 도쿄 도내 체육관을 중심으로 연습하고 있습니다.활동은 3학년들이 간부로서 운영하고 있으며, 목소리가 크고 명랑한 간사장, 무슨 말을 하는지 잘 알 수 없는 부간사장, 즉석 개그를 잘하는 회계, 툭툭 대는 매니저 등 다양한 개성을 가진 3학년들이 매일 활기찬 연습 분위기를 만들어가고 있습니다. 연 2회 열리는 동호회 리그를 목표로, 초보자도 경험자도 즐겁고 진지하게 배구에 임하고 있습니다.남녀 간, 선배와 후배 간의 관계가 매우 좋아서 주말에는 자주 드라이브나 놀이공원, 비치발리볼 등 다양한 곳으로 놀러 갑니다. 매일의 연습 외에도 합숙이나 스노보드 여행, 와세다-게이오전, 와세다-칸세이전 등 행사가 풍성합니다.합숙이나 스노보드 여행은 숙박 행사이기 때문에 동아리 회원 모두가 매우 친해질 수 있습니다! ""대학에서 배구를 시작하고 싶다!"", ""대학에서도 배구를 계속하고 싶다!"", 또 ""대학에서 최고의 친구를 만들고 싶다!""는 신입생 여러분은 꼭 연습이나 신입생 환영 합숙에 참여해 주세요!",매주 화요일/18시 30분~21시/세타가야구립 코마자와 중학교/격주 목요일·토요일/18시~21시 30분/키요세 시민 체육관·우에무라 카가 기념 스포츠 센터·와코시 종합 체육관 등,없음,machine_translated,not_reviewed,
C0052,3418,2ecc39dd2991d607,앵커 배구 클럽,스포츠(구기),배구,"저희 앵커 배구 클럽은 ‘배구도 놀이도 전력으로!’를 모토로 활동하고 있으며, 배구 면에서는 니시오기쿠보에서 화·목, 주 2회 연습을 중심으로 세타가야에서 열리는 대회 등 다양한 대회에 적극적으로 참가하고 있습니다. 초보자부터 현 선발팀 출신 경험자까지 폭넓게 소속되어 있으며, 남녀 별도의 코트에서 경기를 하고 있습니다.놀이 활동으로는 바비큐, 비치발리볼, 크리스마스 파티, 디즈니랜드 방문 등 다양한 이벤트를 기획하고 있습니다. 연 5회 열리는 합숙에서는 대회를 위한 배구 강화 훈련 외에도, 여름에는 해수욕, 겨울에는 스키·스노보드 등 계절에 맞춘 활동을 하며, 밤에는 동아리원 간의 친목을 다지기 위해 레크리에이션도 진행합니다. 대학 생활을 즐기고 싶다면 꼭 앵커로 오세요!",매주 화요일·목요일 / 18시 30분~21시 / 오기쿠보 중학교,없음,machine_translated,not_reviewed,
C0053,3583,a747e4d2f6e50791,와세다 M+,스포츠(구기 종목),배구,"여러분 안녕하세요, 배구 동아리 와세다 M+입니다. 저희는 도코로자와 캠퍼스를 중심으로 매주 화·목요일에 배구 연습을 하고 있습니다. 학년 구분 없이 전원이 즐겁게 동아리에 참여할 수 있다는 점이 매력이라, 경험자뿐만 아니라 초보자 중에서도 최근 배구에 관심이 생긴 분들은 부담 없이 동아리에 들러 보세요. 배구를 하는 한편 벚꽃놀이, 바비큐, 겨울 스포츠 등 사계절 내내 다양한 이벤트를 많이 개최하고 있습니다.또한 저희 동아리는 외국인 유학생을 적극적으로 받아들이고 있으므로, 외국 언어나 문화를 접해보고 싶은 분들도 몸을 움직이면서 동시에 그런 경험을 할 수 있을 것입니다. 대학 생활의 시작, 무언가 새로운 것을 시작해 보고 싶어도 좀처럼 실행에 옮기지 못하는 경우가 많을 것입니다. 그런 분들은 꼭 저희 동아리에 들어와 다양한 취미를 가진 선배들과 어울려 보세요. 분명 지금까지 경험하지 못한 생활이 여러분을 기다리고 있을 것입니다. 회원 일동은 신입생들의 가입을 기다리고 있습니다!",매주 화요일/16시 30분~20시/토코로자와 캠퍼스 스포츠 홀·매주 목요일/17시 30분~19시 30분/토코로자와 시내 체육관,없음,machine_translated,not_reviewed,
C0054,3402,0ad16fdbe0211b39,패디 골프 클럽,스포츠(구기),골프,"니시오기쿠보역 연습장에서 매주 월요일과 목요일에 활동하고 있습니다! 시간은 17:00~19:00와 19:00~21:00의 2부제로, 원하는 시간에 올 수 있습니다! 참가도 자유입니다.
/
/
/
/또한 한 달에 한 번, 월례 모임을 열어 골프장에 가서 골프를 치고 있습니다. 결과에 따라 호화로운 경품도 받을 수 있습니다!
/
/
/
/연수회는 연 3회 개최합니다. 여름방학과 겨울방학에 한 번씩 진행하며, 2월에는 스키·스노보드를 타러 숙박을 겸해 다녀옵니다!!
/
/
/
/또한, 본 동아리는 동일본 학생 골프 동호회 연맹(HGA)에 소속되어 있어, 타 대학의 골프 동아리와 교류할 수도 있습니다. HGA에서는 봄과 가을에 리그전이 개최되는데, 패디는 작년에 우승했습니다!!
/
/
/
/그 밖에도 HGA를 통해 프로 대회 보조 아르바이트(숙박을 동반한 단기 아르바이트)에 참여할 수 있습니다.
/
/
/
/가까이서 프로들의 박력 넘치는 플레이를 볼 수 있어, 매우 귀중한 경험을 할 수 있습니다. 패디에 들어오시면 꼭 참여해 주세요!!
/
/
/
/골프 외에도 나료선(여름 유람선)이나 크리스마스 파티, 송년회, 신년회 등의 이벤트를 진행하고 있습니다.
/
/
/
/초보자도 경험자도 대환영입니다! 절반 이상이 초보자이니, 부담 없이 연습하러 오세요!
/
/
/
/패디에 가입해서 인생 최고의 추억을 만들어 봅시다!!","매주 월요일·목요일/17:00~19:00, 19:00~21:00/니시오기 골프 센터",동아리 사이트 폐쇄,machine_translated,not_reviewed,
C0055,3403,70962f4aee80bcd1,보기 골프 클럽,스포츠(구기),골프,"본 동아리는 대부분 대학에서 골프를 시작한 사람들로 구성되어 있습니다! 평소에는 수요일 16시부터 신주쿠 이세탄 남성관에서, 금요일은 17시부터 메트로 그린 도요초에서 활동하고 있습니다!
/
/
/
/보기의 장점은 비교적 소규모인 덕분에 학년을 초월하여 동아리원 전원과 친해질 수 있다는 점입니다! 주 2회 연습과 월 1회 라운드에 더해 다양한 이벤트도 마련되어 있습니다!합숙은 신입생 환영 기간인 5월과 8월, 9월, 연 3회 개최합니다! 모든 활동은 자유 참가이므로 부담 없이 계속할 수 있습니다! 또한, 동아리원끼리 개인적으로 라운딩을 가기도 하여 알찬 대학 생활을 보낼 수 있습니다!
/
/
/
/입회도 학년에 관계없이 수시로 가능합니다!
/
/
/
/꼭 한번 방문해 보시고, 입회를 고려해 보세요!",매주 수요일 16시 신주쿠 이세탄 남성관 / 매주 금요일 17시 메트로 그린 도요초,없음,machine_translated,not_reviewed,
C0056,3167,1af12321f7e08d6f,볼링 클럽,스포츠(구기),기타 구기 종목,"와세다 볼링 클럽(WBC)은 60년 이상의 역사를 자랑하는 대학 공인 볼링 동아리입니다.
/
/전국 대학 대항전에도 참가하며, 타 대학 학생들과도 활발히 교류하고 있습니다!
/
/우리는 학생 스스로가 운영하는 관동 학생 볼링 연맹에 와세다 대학으로 가입해 있으며,
/
/동아리원들은 팀전이나 개인전 등 다양한 대회에 참가하고 있습니다.
/
/2016년도, 우리는 제6기 황금기를 맞이하여, 여름 간토 학생 볼링 선수권 5인 팀전에서 우승, 가을 정규 리그 5인 팀전에서 우승, 전일본 대학 5인 팀전에서 준우승이라는 빛나는 성적을 거둘 수 있었습니다.
/
/그렇다고는 해도, 동아리 가입에 필요한 자격이나 경험은 특별히 없습니다!
/
/대학에서 볼링을 시작하는 초보자가 대부분이므로, 경험이 없어도 전혀 문제없으며, 오히려 대환영입니다!!
/
/주 2회 정도 연습을 하는 것 외에도, 게이오·도쿄대·코마자와·센슈·도쿄독쿄대학 등의 학생들과 합동으로 연습을 하거나,
/
/함께 팀을 이루어 대회에 출전하는 등 타 대학과도 적극적으로 교류하고 있습니다.
/
/처음에는 아무리 서툴러도, 운동 신경이 없어도 실력이 늘 수 있는 것이 바로 볼링입니다.
/
/볼링 용품이나 개인 볼 등, 모르는 점은 선배들이 도와드립니다!
/
/볼을 휘어 200점 이상의 점수를 내보지 않으시겠습니까?
/
/저희 와세다 볼링 클럽은 신입생 환영 기간뿐만 아니라, 연중 언제든지 여러분의 연락을 기다리고 있습니다!","기본적으로 매주 월요일·목요일 19:00~21:00　　장소: (~2023년 3월) 나카노 선플라자 볼, (2023년 4월~) 다카다노바바 그랜드 볼",없음,machine_translated,not_reviewed,
C0057,3168,4970d680e3439198,폴라 베어스 아이스하키 클럽,스포츠 (구기 종목),기타 구기 종목,"와세다 폴라 베어스는 봄·가을 연 2회 리그전과 결승 토너먼트 우승을 목표로 매일 연습하고 있습니다.
/
/
/
/경험자는 물론, 초보자도 대환영입니다! (처음에는 경험자 선수가 일대일로 지도해 드립니다!) 주 2회 연습은 진지하게 임하고 있지만, 연습이 끝나면 가족 같은 분위기가 됩니다. 선수는 물론, 매니저도 모집하고 있습니다. 인스타그램이나 트위터 등의 SNS도 경기 결과 보고뿐만 아니라 일상적인 게시물도 수시로 업데이트하고 있으니 꼭 방문해 주세요!
/
/
/
/저희와 함께 대학 생활 최고의 추억을 만들어 봅시다!",매주 목요일/21:00-23:30/미쓰이 부동산 아이스파크 후나바시,없음,machine_translated,not_reviewed,
C0058,3164,177ac34ee0e54c67,탁구 동호회(WTTS),스포츠(구기),기타 구기 종목,"WTTS는 창립 58년 차로 와세다 대학 유일의 공인 탁구 동아리입니다! 탁구 초보자부터 전국 고교 선수권 대회 경험자까지 다양한 수준의 회원들이 있으니 누구나 대환영입니다! 주 2~3회 정도 연습이 있으며, 색다른 기획을 통해 즐겁게 연습하거나, 느긋하게, 때로는 진지하게 탁구에 매진하고 있습니다!또한, 초보자분들을 위한 전담 담당자가 있으니 안심하세요! 또한 각 지역에서 열리는 오픈전 참가나 수도권 대학 동아리들이 모여 경기를 하는 ‘수도대전’, 동아리 내 최강자를 가리는 ‘동아리 내 대회’ 등 경기를 할 기회도 많이 있습니다! 그리고 WTTS는 일본여자대학과도 공인 제휴를 맺고 있어, 여성분이나 타 대학 학생들도 안심하고 가입할 수 있으며, 대환영입니다! 또한, 와세다 학생들도 타 대학 학생들과 친구가 될 수 있는 기회입니다!다양한 분들을 만날 수 있습니다! 또한 이벤트에도 진지하게 임하고 있어, 4월 신입생 모집 기간에는 벚꽃 구경이나 바비큐, 미나토미라이를 둘러보는 요코하마 투어 등 즐거운 이벤트가 있는 것은 물론, 스키 여행이나 봄·여름에 열리는 일주일 정도의 합숙 등 탁구 이외에도 즐거운 추억을 많이 만들 수 있을 것입니다! WTTS에 오시면 대학 생활이 알차게 채워질 것입니다! 입회는 언제든지 받고 있습니다. 부담 없이 방문해 주세요!","매주 목, 화 또는 금요일 / 15시 또는 18시경부터 / 학생회관 E408호 / 신주쿠 코스믹 스포츠 센터 등",동아리 사이트 폐쇄,machine_translated,not_reviewed,
C0059,3422,15a682006fffcdf9,스포츠 러버스,스포츠(구기 종목),기타 구기 종목,"스포츠 러버즈는 1972년에 창설되어, 현재 간사 대수로 42대를数える 전통 있는 동아리입니다.
/
/매주 화요일·금요일에 와세다 대학 근처에 있는 체육관에서 농구와 배구를 하고 있습니다.
/
/시간은 변동될 수도 있지만, 대략 17시부터 19시까지 2시간 동안, 농구 1시간·배구 1시간의 형태로 활동하고 있습니다.
/
/물론 경험자도 있지만, 미경험자도 많기 때문에 ‘즐기는 것이 최우선’이라는 스포라바 규칙 아래 고등학교 체육 수업처럼 부담 없이 즐기며 활동하고 있습니다. 활동 중에는 웃음이 끊이지 않을 정도로 모두 함께 즐기고 있어요!
/
/남녀 비율은 대략 반반이며, 대학 간 교류 동아리이므로 당연히 타대생도 대환영입니다.
/
/스포츠 러버즈에서 함께 농구·배구 해보지 않으시겠어요? 기다리고 있겠습니다!",매주 화요일·금요일/17시/토야마 선라이즈,없음,machine_translated,needs_review,Japanese kana remains (2 chars)
C0060,3419,92a81deacb8a4235,뮌헨 핸드볼 동호회,스포츠(구기),기타 구기 종목,"뮌헨은 핸드볼을 좋아하는 사람들이 모이는 즐거운 동아리입니다! 남녀, 선배·후배 구분 없이! 타 대학, 전문학교 출신의 참가도 받고 있으며, 누구나 즐길 수 있는 아늑한 분위기가 자랑입니다. 봄과 가을 리그전에서는 타 대학과의 시합을 뚫고 매번 좋은 성적을 거두고 있습니다. 레귤러 제도를 두지 않고 전원이 출전하며, 전원이 핸드볼로 승리를 거두고 있는 것이 뮌헨의 자랑입니다!초보자도, 한동안 안 하셨던 분도 대환영! 대학 방학 기간에는 여름 합숙, 2·3학년이 주도하는 여름 여행, 스노보드 합숙, 봄 합숙 등 이벤트도 진심으로 즐기고 있습니다! 연습은 주 1회로 적당하며, 그 외 날에도 자진해서 밥을 먹으러 가거나 놀러 가는 등 사이가 매우 좋습니다! 신입생 환영 기간뿐만 아니라 1년 내내 언제든지 신규 부원을 모집하고 있습니다. 핸드볼을 해보고 싶다면 히가시후시미로 와보세요!",매주 월요일/18시~21시/히가시후시미 스포츠 홀,없음,machine_translated,not_reviewed,
C0061,3423,6ffab430d5c48755,구애회,스포츠(구기),기타 구기 종목,"야구, 농구, 축구, 테니스, 배구의 5개 종목을 각 경기당 월 1회씩 진행합니다. 와세다 대학 내 최대 규모의 다종목 동아리입니다. 분위기는 아늑하고 화기애애한 분위기에서 활동하고 있습니다. 또한, 연 7회의 합숙이 있는 등 이벤트도 풍성합니다. 대규모 동아리답게 성대하게 치러지는 합숙은 매우 활기차게 진행됩니다.또한, 야구에서는 와세다 리그나 통합전에도 매년 출전하고, 배구와 농구에서는 매년 다른 2개 동아리와 합동으로 '와세다 구기 대회'를 열어 일상 활동의 성과를 발휘하고 있습니다. 활동 자체는 화기애애하므로 가볍게 운동하고 싶은 분이나 운동을 잘하지 못하는 분도 즐길 수 있습니다. 게다가 37대째 이어져 온 장수 동아리이기도 하여, 매년 동문회도 열리며 사회인 선배들에게 취업 상담도 할 수 있습니다.",불규칙,없음,machine_translated,not_reviewed,
C0062,3421,cc16b44a6dddac33,스쿼시 클럽,스포츠(구기),기타 구기 종목,"와세다 대학 스쿼시 클럽, 통칭 '와스카'는 와세다 대학 유일의 스쿼시 동아리입니다. 스쿼시라는 스포츠는 대학에서 시작하는 사람이 대부분이라 초보자가 대다수입니다. 그리고 동아리 회원은 모두 와세다 대학생이며, 물론 다른 동아리와 병행하는 것도 가능합니다! 연습도 자신의 페이스에 맞춰 오고 싶을 때 참여하는 방식이니, 부담 없이 꼭 와주세요!또한 와세다 스카는 평소 연습뿐만 아니라 바비큐나 크리스마스 파티 등 다양한 이벤트도 진행합니다. 무엇보다도 하이라이트는 9월에 열리는 여름 합숙입니다. 숙소 바로 앞이 바다라서, 스쿼시 연습도 하면서 다 함께 여름을 만끽합니다! 게다가 와세다 스카에는 전국 대회 출전자도 다수 있으며, 실적이 있습니다. 스쿼시에 진심으로 몰두해도 좋고, 다 함께 이벤트를 즐겨도 좋습니다! 그것이 바로 와세다 대학 스쿼시 클럽입니다!",매주 월·수·목·금요일 / 15시~18시 / 아카바네·시로카네다이·아사가야,없음,machine_translated,not_reviewed,
