circle_id,waseda_id,source_hash,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,サイトメモ,translation_status,review_status,review_note
C0083,3462,3a7e44e504e473ae,早稻田大学肚皮舞社团 SARAH belly,体育（非球类）,舞蹈,"我们是早稻田大学首个也是唯一的肚皮舞社团SARAH belly。以“清纯、端正、美丽、妩媚”为座右铭，全由女生组成，大家和睦融洽、快乐地开展活动！
/
/
/
/除了每周三的全员练习外，周六我们还邀请专业肚皮舞讲师进行指导。无论是早稻田祭等校内活动，还是受校外邀请参加的晚宴秀等活动，我们都会身着华丽的服装登台表演，为校内外的活动增添活力。由于大部分成员都是肚皮舞初学者，因此也热烈欢迎没有舞蹈经验的朋友加入！
/
/
/
/无论您是想接纳真实的自己、渴望尝试新事物、希望找到能让自己沉迷其中的爱好，还是想提升自我，我们都期待与您一同在舞台上绽放光彩！",每周三第6节课・周六10:40〜15:00期间的1小时／学生会馆,无,machine_translated,not_reviewed,
C0084,3464,6445a418afe80e7b,早稻田大学啦啦队MYNX,体育（非球类）,舞蹈,"大家好。
/
/
/
/我们是今年迎来创立第12周年的早稻田大学唯一啦啦队社团MYNX！成员全部由早稻田大学学生（全早稻田女学生）组成。
/
/
/
/“成为啦啦舞界的顶尖”
/
/“在心爱的早稻田大学，与志同道合的伙伴一起跳啦啦舞”
/
/我们以这两个目标为宗旨，每天积极开展活动。
/
/
/
/我们每年参加2至3次JCDA大赛、USA大赛等赛事，在全力冲击全国冠军的同时，也会举办独立公演，并参与早稻田大学校内外的各类活动！
/
/
/
/闪耀的啦啦队员，汗水与泪水的啦啦队员。MYNX让你两者皆可！
/
/零基础者大、大、大欢迎！
/
/
/
/让我们通过啦啦舞，共同度过充实的大学生活吧！
/
/
/
/如果您有一点点兴趣，请查看本页面上载的官方社交媒体。",每周5天（周一、周二、周三、周五、周六）/18:00〜21:00/大学附近的体育设施,无,machine_translated,not_reviewed,
C0085,3466,220e1e0ae5fc95e6,早稻田大学Flashmo部,体育（非球类）,舞蹈,这是早稻田大学唯一一个开展快闪活动的社团。快闪是指表演者伪装成普通市民，突然在街头起舞，给周围的路人带来“惊喜”与“感动”的表演形式，常被用于求婚、生日庆贺以及婚礼等场合的惊喜环节！无论是否有舞蹈经验均可参加！除了舞蹈之外，演奏乐器、唱歌，或是任何能展现个人“个性”的才艺都大受欢迎！我们欢迎那些为了他人的笑容而努力的热情人士、想在大学尝试新事物的人，以及对从零开始创作充满热情的创意人士！请务必在YouTube上搜索“早稻田大学快闪部”。看一眼，你也会立刻迷上快闪！你不想也把别人卷入惊喜与感动的漩涡中吗？,有企划时，每周二天（周一、周三、周五任选）/第5节课后/早稻田周边设施（具体地点可能随企划调整）,YouTube链接失效,machine_translated,not_reviewed,
C0086,3793,a467f8b728d54bdd,早稻田迈克尔·杰克逊研究会,体育（球类以外）,舞蹈,早稻田迈克尔·杰克逊研究会是早稻田大学官方认可的迈克尔·杰克逊模仿舞蹈社团。平时主要为早稻田祭及独立公演等舞台进行排练，并举办与迈克尔·杰克逊相关的活动。无论舞蹈初学者还是有经验者，无论是迈克尔·杰克逊粉丝、西洋音乐爱好者还是其他朋友，我们都热烈欢迎！绝大多数成员都是在大学才开始接触舞蹈的。此外，M研全年不限年级，随时招募新生。加入M研，你一定能掌握一项引人注目的绝活！连那著名的月球漫步也能学会。只要有一点兴趣，请务必关注M研的官方社交媒体（YouTube、Instagram、X等），你可以观看我们的表演。想要充实大学生活的人、想要从现在开始掌握一门特长的人，无论谁都欢迎来玩！期待通过私信收到你的消息。,每周2次以上（平日1次，周末1次）/17:00〜18:40/学生会馆,无,machine_translated,not_reviewed,
C0087,3723,b84af5c354ac02da,桃心☆,体育（球类除外）,舞蹈,"我们正为在名为UNIDOL的偶像模仿舞蹈大赛中夺冠而日复一日地努力。
/
/
/
/以Hello! Project为中心，我们模仿Cheeky Parade、Stardust、48系、Heroines等各类偶像的舞蹈。
/
/
/
/此外，除了比赛之外，我们还会参加早稻田祭、单独公演及各类活动。
/
/
/
/活动日原则上每周3次（工作日2天，休息日1天）。
/
/
/
/无论前辈还是后辈，大家相处得就像一家人一样。
/
/
/
/只要有跳舞的热情，我们都非常欢迎。特别推荐给能够专注于一个目标、并愿意与大家一起认真投入的人。
/
/
/
/作为公认社团，我们可以在学生会馆进行练习，从而节省租用排练室等费用。
/
/
/
/此外，作为跨校社团，成员来自各大学，能拓展交友圈。
/
/
/
/还可以开展服装设计、背景视频制作等创意活动。
/
/
/
/我们不仅招募表演成员，也招募幕后工作人员。",原则上每周二、周五、周六 19:00 学生会馆,无,machine_translated,not_reviewed,
C0088,3741,5d8b6469712c83bf,Twinkle,体育（球类除外）,舞蹈,"Twinkle是一个致力于“完美复刻”的K-POP翻跳社团。我们不仅翻跳K-POP偶像的舞蹈动作，在服装、表情乃至舞姿上都力求还原原版！4月的新生欢迎公演、5月的社团内部发表会、8月的独立公演、11月的早稻田祭暨毕业公演、2月的独立公演是我们的主要展示平台，同时我们也在TikTok和YouTube上发布视频！ 有关有观众公演的公告及出演信息，我们会在Twitter和Instagram上发布，请务必关注我们:) 除了自主公演外，我们还参加外部主办的活动和比赛，在2022年8月的K-POP模仿舞蹈组合日本冠军决定战中，我们的女子组和男子组均荣获冠军。 无论你是K-POP铁粉，还是虽不了解偶像但喜欢歌曲，抑或是想从大学开始学习舞蹈的人，只要怀揣着“想跳K-POP”的共同心愿，这个社团都欢迎你。想要“完美复刻”的朋友请在迎新期间加入；想要欣赏“完美复刻”表演的朋友请即刻关注！让我们通过YouTube、Twitter、Instagram等各类社交平台相见吧！！
/
/
/
/“完美”复刻K-POP翻跳社团
/
/
/",每周三・周六/19:00～22:00/学生会馆・东京都内排练室,无,machine_translated,not_reviewed,
C0089,3593,1c26103f1b8defec,早稻田大学啦啦队MYNX所泽支部,体育（非球类）,舞蹈,大家好！我们是早稻田大学啦啦队MYNX！我们是一支由全早稻田女校学生组成的啦啦队，以“成为早稻田女校的偶像”和“成为啦啦舞界的顶尖队伍”为两大核心目标开展活动！啦啦舞是一项结合了使用啦啦棒跳舞的啦啦棒舞、嘻哈舞、爵士舞和排舞这四种舞蹈形式的竞技项目！ 我们每周在高田马场周边进行4次练习。除了参加校内活动外，我们还会在大隈纪念讲堂举办专场演出，并参加早稻田祭。我们每年参加两次全国大赛，目标是夺得全国冠军。团队现有20名早稻田女学生，无论初学者还是有经验者均可加入。现在，若想在早稻田找个热门去处，就来这里吧！你也不要在心爱的早稻田开启一段志同道合的啦啦队之旅吗？,每周4天/18:00起/高田马场周边,无,machine_translated,not_reviewed,
C0090,3722,c9c8889a0507c2a5,万色主义,体育（球类以外）,舞蹈,“万色主义”是以“点燃每个人的野心”为理念开展活动的早稻田学园制服杂技团。针对那些对现状不满足、心中怀有迷茫、或是带着某种违和感生活的人。我们希望成为能为这些内心萦绕着迷茫的人推一把，给予他们迈出新一步的“契机”的存在。怀着这样的信念，我们进行着融合杂技与舞蹈、不受框架束缚的表演。所谓杂技，是指由每个人独特的个性与色彩所构成的表演。例如，在万色主义中，除了双节棍、花式棍棒、杂技等项目外，视频剪辑、书法等也被统称为杂技。我们尊重每一位成员的专长与个性，为了证明每个人都能闪耀光芒，无论是在早稻田大学内还是校外，我们都在各种舞台上进行演出。新生欢迎活动仅在早稻田祭之后的秋季举行。我们将通过官方Instagram随时发布相关信息，敬请关注。请务必来我们的舞台看看！,每周一、四 19:00-21:30／周六 10:40-13:30,无,machine_translated,not_reviewed,
C0091,3805,e013b2676c016918,早稻田大学“试着跳舞”社团,体育（球类以外）,舞蹈,"“Waseodo”（早稻田大学试跳社团）于去年获得校方正式认可，今年将迎来成立第12周年的全日本大学生舞蹈社团！
每周活动两次，主要活动包括在早稻田祭上的舞台表演以及每年两次的社团内部演出。
平时大家在互相传授舞蹈技巧的同时，也始终在和睦融洽的氛围中进行练习！
“Waseodo”的魅力在于可以自由选择J-POP、K-POP、VOCALOID、动漫歌曲等任何流派和曲目来跳舞！
无论是想跳现成编舞，还是想自己编舞，跳什么完全由你决定。
此外，本社团有许多舞蹈初学者、其他大学的学生以及大二以上的成员加入，我们热烈欢迎所有人！
想从大学开始尝试跳舞的人、喜欢“跳舞视频”的人、想寻找志趣相投伙伴的人等等，你也不要错过在“早稻田舞社”一起打造最棒舞台的机会吗？",每周四、周六/18:00/东京都内舞蹈工作室,无,machine_translated,not_reviewed,
C0092,3187,a6e32887b17e1102,合气道会,体育（球类以外）,武道,大家好，这里是合气道会！本会是早稻田大学唯一隶属于合气会的团体（合气道创始人植芝盛平先生的直系团体），也是早稻田大学历史最悠久、规模最大的合气道社团。提到武道，很多人可能会联想到激烈的比赛，但合气道并不通过比赛来决定胜负！ 我们会根据彼此的熟练程度反复练习技法，因此即使是不自信于自身力量的女性也能轻松入门。（顺便一提，本会的男女比例为6:4。）本会90%的会员都是在大学期间开始练习合气道的。在高段位师範的指导下，我们会从基本的受身开始扎实练习，因此初学者也能安心安全地参与活动。每周6天的练习中，每周参加1天起即可，所有活动地点均在大学步行范围内。由于便于兼顾课程、学习及兼职工作，且时间安排灵活，因此无论文科还是理科，各院系的学生都有加入。您也来合气道会，和我们一起练习吧？随时欢迎入会，请随时咨询！,周一、周三、周四/16:45-18:15/合气道本部道场，周二/18:30-21:30/江户川桥体育馆，周五/15:20-16:50/合气道本部道场，周六/12:20-15:20/新宿宇宙中心,无,machine_translated,not_reviewed,
C0093,3439,f733d33cb809b206,早稻田大学弓道同好会,体育（球类以外）,武道,我们弓道同好会每周进行一次练习，由高段位老师指导。早稻田大学虽然有两个弓道社团，但彼此关系融洽，经常交流。在日常练习中，同好会成员都积极投入，在段级考试以及与其他大学弓道社团的射会中都取得了优异成绩。节假日我们会一起出去玩或喝酒，大学课间空档时会在聚会点闲逛，之后一起吃“早稻田便当”，除了练习之外也经常见面。大家也来一起度过大学生活吧？,每周日／滨田山的弓道场,无,machine_translated,not_reviewed,
C0094,3189,7dd18e7d8dcea308,剑道同好会,体育（球类以外）,武道,通常，我们会与新宿剑道联盟的老师们一起进行练习。会员水平各异，从初学者到有经验者都有，练习采取自由参加制，因此可以根据各自的实力和时间安排进行练习。对于初学者，干部会员会进行耐心指导，因此从大学开始接触剑道的人也可以放心。每年我们会参加约10次比赛（含交流赛），并屡获佳绩。入会本会即自动成为新宿区剑道联盟会员，因此既可通过本会考取段位，也可参加新宿区的比赛。在没有比赛的春季、夏季休假期间，我们会举办剑道集训，度过一段专注于训练的充实假期。除剑道外，我们还频繁举办滑雪集训、联谊会等各类趣味活动，以此增强会员间的凝聚力。另一方面，考试期间暂停训练，因此能够兼顾学业、兼职以及其他社团活动。让我们在剑道同好会中共同度过充实的学生生活吧！,每周二、四、六/18:30/新宿体育中心4楼 第二武道场,无,machine_translated,not_reviewed,
C0095,3188,c7a0bb2b11b3a797,空手道诚心会,体育（非球类）,武道,我们空手道诚心会是一个拥有悠久传统的空手道社团，今年将迎来创立54周年。本会作为“学生社团”获得早稻田大学官方认可，并被定位为二部运动部。目前约有30名1至3年级学生在籍，其中包括空手道资历超过10年的成员、曾参加全国高中综合体育大赛的成员，以及从大学开始接触空手道的成员，无论流派、经历、性别或大学背景，大家都在和睦融洽的氛围中共同活动。本社隶属于传统派（寸止）空手道四大流派之一的“和道会”。由于采用寸止规则，女性及初学者也能安心参与（社员男女比例约为1:1，约半数为初学者）。每周在户山校区学生会馆进行3次训练，以每周参加1次以上为基准，大家按照各自的节奏努力练习。日常训练中，全体成员共同练习从基础到型、组手等内容；而在每1至2个月举办一次的比赛前，大家会针对各自的参赛项目进行专项训练。此外，有意者可免费前往全日本空手道联盟加盟道场——和道会荒川道场进行训练，初学者甚至可以在在校期间以取得黑带为目标。以每周3次的常规训练和每年3次的集训为核心，除了空手道之外，我们还会组织参加夏日祭、旅行以及单板滑雪集训等活动。社员之间关系非常融洽，在温馨如家的氛围中享受大学生活。,每周三、周五、周六/第5节课（周六为第4、5节课）/学生会馆,无,machine_translated,not_reviewed,
C0096,3429,11544586387881ce,空手道糸东会,体育（非球类）,武道,正在挑选社团的各位，要不要一起来“空手充”一下呢！？初次见面，我们是早稻田大学公认的空手道社团——早稻田空手道糸东会！ 提到空手道，大家或许会联想到分为与对手对抗的“组手”和比拼演武之美的“型”的“日本武道”形象，但自2016年被认定为奥运会新项目以来，如今它已成为以欧洲、中东为中心、拥有超过1亿从业者的“国际性运动”，在全球范围内广受欢迎！！如果在YouTube上搜索“karate”，相信您会感受到它惊人的海外人气和酷炫魅力！ 此外，我们练习的是佩戴护具、采用寸止（不击中）的传统派空手道，因此非常安全。无论是有其他流派经验者、完全的初学者、其他大学的学生还是留学生，大家都能一起练习空手道，在社团活动室放松休息，举办各类活动，或者一起出去玩，活动氛围非常愉快！ 训练时间为周一至周六放学后，每天都有，而且可以在空闲时间随心所欲地练习，因此即使是初学者，绝大多数社员也能取得黑带，并练到能在比赛中名列前茅的水平！与其他大学的交流以及参加比赛的机会也非常多，因此对于有经验的学员来说，这里也是一个能够不断进步的理想环境！此外，男女比例为1：1，女生也可以放心练习！ 此外，我们不收取年会费，且糸东会随时招募新成员，所以想加入的同学（不限于大一新生）请随时联系我们！！让我们一起练习空手道吧！！,每周一至周六/16:30～18:00/学生会馆、社团活动室,无,machine_translated,not_reviewed,
C0097,3524,b04de78342095a30,早稻田大学理工柔道部,体育（球类以外）,武道,早稻田大学理工柔道部柔道会汇聚了从初学者到柔道精英的各类成员，大家正朝着各自的目标日复一日地刻苦训练。这些目标各不相同，有的为了缓解备考带来的运动不足，有的则是为了获得更高的段位。作为全部的共同目标，是赢得一年举办两次的“九校战”大赛冠军。无论你是初学者还是有经验者，无论是有明确目标还是只是抱有兴趣，只要你想在大学里练习柔道，我们都热烈欢迎！,每周二、周六/19:00～21:00/新宿体育中心,无,machine_translated,not_reviewed,
C0098,3431,15279a0d35876d20,萨吉特里亚斯射箭俱乐部,体育（球类以外）,武道,"Sagittarius射箭俱乐部是早稻田大学与实践女子大学公认的社团，今年迎来成立第45周年。除每周1至2次在新宿体育中心等场馆进行练习外，还举办与其他大学的交流赛及各类活动。我们秉承“enjoy, archery!”的精神，在轻松愉快的氛围中进行射箭活动，并重视社团成员的自由参与。在Sagittarius，绝大多数成员都是在大学才开始接触射箭的。高年级学生、有射箭经验的成员以及射箭场的指导员都会从零开始教导大家，所以即使是初学者也没问题！当然，有射箭经验的人也非常欢迎！我们不强制要求参加练习。此外，也绝不强制参加聚餐。希望大家能按照自己的喜好自由参与社团活动。不过，参加得越多越开心哦☆",每周三・周日/16:30/新宿体育中心,无,machine_translated,not_reviewed,
C0099,3433,251721dba32b7cc3,防具空手道会,体育（球类以外）,武道,"欢迎加入防具空手道会！我们是一个无论是否有运动经验，两年内都能获得黑带的社团，无论初学者还是有经验者都热烈欢迎。想必很多人会问“什么是防具空手道？”，下面将简要说明。
/
/
/
/・这是历史悠久的传统空手道的一种。
/
/・其特点是佩戴护具进行组手，无需担心受伤，可以尽情战斗。
/
/・从扎实的基础中迸发出的强劲而华丽的型（套路）也绝对值得一看！
/
/
/
/防具空手道会的魅力
/
/・热烈欢迎初学者！社团中有许多从零开始的成员。
/
/・无论男女都能大展身手。从绿带（白带之后）起即可立即参加比赛。
/
/・随时招募新成员！无论年级，全年任何时候都欢迎加入，请随时联系我们。
/
/・本社团拥有50年的悠久传统。您可以接受来自有段级校友的悉心指导。
/
/・我们坚持传授真正的实力。没有坚实的基础，就不可能诞生真正的空手道家。
/
/・欢迎国际学生！拥有众多留学生也是本社团的一大特色！！
/
/
/
/推荐给以下人群！
/
/・想尝试空手道，但觉得经验丰富的社团让人望而却步的人。
/
/・对加入浮夸或繁忙的社团感到不安的人。
/
/・理工科学生，希望结识志同道合的人。
/
/・想加入新社团，但不知道该加入哪一个的人。
/
/・想尝试与周围人不同的活动的人。","周二：18:55〜20:35/周四：18:55〜20:35/周六：12:50〜14:50
/
//
/
//地点：学生会馆、户山公园
/
//
/
//",无,machine_translated,not_reviewed,
C0100,3545,82ae1e83aeeebc0d,早稻田大学身心统一合气道会,体育（球类以外）,武道,经早稻田大学理工学术院认可的校际合气道社团。每周约进行2次练习，地点位于理工校区旁的新宿宇宙中心。成员不仅包括理工学院学生，还涵盖文科系本科生、研究生及外校学生。绝大多数成员为合气道初学者，大家在和睦融洽的氛围中开展活动，目标是在两年内取得黑带。本社团的训练日程充分考虑了理工科学生繁忙的课业安排，即使因课程等原因无法参加某次训练也完全没问题。针对晋级所需的训练会根据每个人的进度进行调整，因此即使没有运动经验也无需担心。除在春夏两季举办集训外，我们还会策划各种活动，在合气道训练之余尽情玩乐。训练时全力以赴，玩乐时尽情享受！这种张弛有度的氛围正是本社团的特色！,每周三、周五/16:40-18:40/新宿宇宙中心,无,machine_translated,not_reviewed,
C0101,3190,4e95849aea23bcc0,体育合气道俱乐部,体育（球类以外）,武道,"体育合气道俱乐部是一个拥有30多年传统、经官方认可的社团，每周在早稻田大学17号馆地下一层进行3至4次活动。
我们以每年数次的比赛和晋级考核为目标进行练习。不仅比赛和考核，日常练习也采取自由参加制，时间安排灵活，大家都能按照自己的节奏参与，这是我们的特色！由于几乎所有成员都是在大学才开始接触合气道，因此相比其他运动类社团，我们认为更容易入门。
无论性别或运动能力如何，都能乐在其中，最快一年半即可获得黑带。
不仅欢迎新生，也热烈欢迎高年级学生！
许多大二、大三的学生也是从那时开始接触的。此外，本社团欢迎跨校交流，其他大学的朋友也请务必前来！只要对合气道有一丝兴趣，欢迎通过社交媒体联系我们，或直接前往道场（17号馆地下1层）！全体社员期待您的到来！",平日活动时间随学期变动・周六12:30-14:40/17号馆地下1层合气道场,无,machine_translated,not_reviewed,
C0102,3637,a4ce3326bbc21a07,早稻田大学弓道社团本阵,体育（球类以外）,武道,"本阵是成立于1984年的全国大学生弓道社团，不仅有早稻田大学的学生，还有来自各大学的学生。在温馨的氛围中，大家互相切磋、共同进步，每周都乐在其中。无论是想在大学继续练习弓道的有经验者，还是想开始学习弓道的初学者，我们都热烈欢迎。
/
/
/
/　每周练习2次（仅在大学长假期间为每周3次），我们包场使用弓道场进行练习。大学上课期间的练习日为周五和周日，长假期间则为周三、周五和周日。周五的练习地点在墨田区弓道场，周三和周日则使用江东区体育馆。除了日常练习外，我们还会定期参加由“关东弓道社团联合会”主办的射会，以及与友好社团的交流赛和社团内部的练习赛。此外，本社团隶属于东京都弓道联盟第二地区，成员可参加升段审查及成人射会。每年5月和8月还会举办两次弓道强化集训。除弓道集训外，我们还组织滑雪、单板滑雪集训以及烧烤等各类活动，是一个能结识共同享受大学生活伙伴的社团！练习、集训及各类活动均可自由选择参加与否，您可以按照自己的节奏参与活动。","每周五/17:30~21:00/墨田区弓道场
/
/每周日/18:00~21:00/江东区体育馆
/
/每周三/13:00~17:00/江东区体育馆（仅限2月、3月、8月、9月的长假期间）",无,machine_translated,not_reviewed,
C0103,3558,88af0ecf0fd1a2ca,早稻田大学体育合气道同好会,体育（球类以外）,武道,本会是以早稻田大学所泽校区为据点的富木流合气道社团。成立于人类科学部设立的同年，其历史与人类科学部共同发展。虽然规模不大，但正因如此，氛围格外温馨！绝大多数成员都是从大学才开始接触合气道的！最短仅需一年半即可获得黑带，这也是本会的魅力之一。此外，富木流设有类似柔道的比赛形式——乱取，可以学习更具实战性的技巧！每周只需参加一次练习即可。除了练习外，我们还举办各类活动及定期聚餐。绝无一饮而尽或喊口号等强制环节！练习时认真，玩乐时尽兴。无论你是想认真练习的人、对合气道一无所知的人，还是不擅长运动的人，无论性别或运动经验如何，我们都热烈欢迎！请务必来参观一下“同志会”！,每周一、二、五/16:30～19:00/所泽校区第二体育馆,无,machine_translated,not_reviewed,
C0104,3430,1c5489dfa38ef10e,早稻田大学大道塾,体育（球类以外）,武道,这是早稻田大学唯一的综合格斗社团。我们进行名为“空道”的竞技，由于比赛时会佩戴护具，因此任何人都能安全地提升实力。至今已培养出全国大赛冠军等优秀选手，目前也为了在比赛中获胜而日复一日地刻苦训练。综合格斗主要分为打击、投技和地面技，通过练习这些技术，我们将磨练出能在实战中随心所欲运用招式的能力。此外，由于空道是从极真空手道派生而来的“武道”，因此我们不仅重视身体的强健，也十分重视精神层面的成长。对于想在大学尝试新事物的人，或是希望坚持运动的人来说，这是一个值得推荐的社团。另外，许多成员同时参加其他社团，因此能够兼顾娱乐与运动。感兴趣的朋友请务必访问我们的主页。,每周一、三、六 / 学生会馆、新宿体育中心等,无,machine_translated,not_reviewed,
C0105,3191,993187ac32ef594e,早稻田ITF跆拳道俱乐部,体育（非球类）,武道,我们早稻田ITF跆拳道俱乐部是早稻田大学唯一经官方认可的跆拳道社团。成员们在成为大学生之前基本上都没有武道或格斗技的经验。初学者或从未接触过格斗技的人也可以加入。每周三和周六进行两次训练。此外，每月约有一次，我们会邀请黑带教练前来指导。届时，大家可以接受与平时截然不同的专业指导。社团氛围轻松适度，但训练态度认真。无论您是想认真练习格斗技、轻松运动，还是为了减肥，本社团都能满足您的各种需求。让我们一起磨练华丽的腿法吧。,每周三、周六/17:00〜20:35/学生会馆,无,machine_translated,not_reviewed,
C0106,3639,6ec4e78efcf0b799,早稻田大学体道会,体育（球类除外）,武道,所谓“体道（Taido）”，简而言之，就是一种融合了空手道与体操的新型武道！自昭和40年创立以来，已在日本全国的道场和大学中广泛普及。该武道的特点在于，其套路中会出现后空翻、前空翻等杂技般的动作。此外，在组手比赛中，您还能看到从独特姿势中施展的变幻莫测的踢技，以及能自由掌控距离的神奇步法“运足”！由于大多数人都是从大学开始接触，加上拥有20年以上体道经验的指导者会耐心指导，因此初学者完全不必担心！通过每年数次的比赛，我们与其他大学的体道部交流活跃，可以结交广泛的朋友。会员们在兼顾课程、学业、其他社团及兼职的同时，仍勤奋练习。大家关系融洽，不仅会策划单板滑雪集训等活动，更在温馨如家的氛围中享受大学生活。全年均接受体验及入会申请，欢迎随时前来！,每周三、四、六、日／周三、四 18:30〜21:00 附近初中／周六、日 随时 早稻田校区周边,无,machine_translated,not_reviewed,
C0107,3436,bb5199c17cb10bc6,早稻田大学居合道部,体育（球类以外）,武道,"大家好！我们是早稻田大学居合道部。
/
/
/
/居合道部是一个学习使用日本刀的居合术，并各自磨练技艺的社团。虽说是日本刀，但其实是刀刃经过处理的仿真刀，安全可靠。一旦决定入部，首先需要订购自己的刀。刀鞘、刀镡、刀纹等都可以根据个人喜好进行定制购买！
/
/
/
/我们在教士八段畠中笃美老师的指导下，学习居合道中最大的流派之一“无双直传英信流”以及“全日本剑道联盟居合”。自平成22年度起，我们加入了东日本学生居合道联盟。在东日本学生居合道联盟中，以英信流身份加盟的学校寥寥无几，本校是东日本地区首所修习英信流的大学。
/
/
/
/许多学生是从大学开始接触居合道的，事实上本部的学生大多也是从大学才开始练习的。此外，也有一些学生是在升入大二后才开始练习的。
/
/
/
/由于基本上不会与对手发生身体接触，因此即使运动经验较少的人也能轻松入门。此外，由于是个人竞技项目，可以按照自己的节奏进行练习。遇到不懂或困难的地方，前辈、同伴和老师都会随时耐心指导。
/
/
/
/请务必通过Twitter或Instagram感受一下本部的氛围！全年欢迎各年级学生前来参观、体验及加入！随时期待您的联系♪",每周一、三、六或日……四谷广场（四谷三丁目） / 每周五……学生会馆,无,machine_translated,not_reviewed,
C0108,3712,d8f6c13ba4487463,体育剑道剑隼会,体育（球类以外）,武道,"我们是早稻田大学唯一的运动剑道社团。运动剑道，简称“スポチャン”，是约50年前诞生于日本的新兴武道。使用充气软剑在场地内进行一对一对抗，率先击中对方身体者获胜。由于属于小众运动，任何人都能参加全国级别的比赛。此外，我们还超越社团的框架，与全国各地的剑道伙伴进行交流。///
///////
////虽然大多数成员都是在大学才开始接触体育剑道，但无论男女，每年都在全国大赛中夺冠，战绩斐然。另一方面，由于每周仅练习两次，且安排在课后进行，因此无论文科还是理科，社团中都有众多成员。无论是想在大学尝试新事物，还是想缓解运动不足的人，我们都热烈欢迎，随时欢迎咨询！",每周一、三/19:00～21:30/(周一)池袋第一小学(板桥站)・(周三)明丰中学(千川站),无,machine_translated,needs_review,Japanese kana remains (5 chars)
C0109,3474,e0c2f345b56b98a3,马术俱乐部,体育（球类以外）,骑马,每周日进行一次骑马课程，或在自然环境中骑马。会员中既有完全的初学者，也有经验丰富的骑手。采用“想去时、有空时按自己的节奏参加”的模式，因此可以轻松坚持。虽然男女比例为2:8，女性居多，但成员间关系融洽，经常组织聚餐和聚会。作为历史悠久的社团，我们非常重视与往届成员的交流。即使是以前对马完全不感兴趣的人，也有成员通过聆听前辈们的经验分享和建议，从而体会到了骑马的乐趣。此外，我们每年举办3次集训，内容既包括提升骑马技能，也包含大家一起享受休闲时光，安排得十分充实。最近越来越多成员主动策划活动，希望借此提升骑术水平或增进彼此情谊。对于以“大家共同享受乐趣”为宗旨的我们来说，这实在令人欣喜。,每周日/14:00起/三洋花园（马场）,无,machine_translated,not_reviewed,
C0110,3748,c4e392bf0a26ec2c,早稻田海洋帆船俱乐部,体育（球类以外）,帆船,早稻田海洋帆船俱乐部是一个每周日都在江之岛享受帆船乐趣的社团！大家知道什么是帆船吗？帆船是指依靠风力航行的船只。在感受风力的同时航行，可以体验与壮丽的江之岛大海融为一体的感觉！如果天气晴朗，乘帆船还能眺望富士山！此外，帆船不仅能带来乐趣，还具有竞速运动的一面。一旦熟悉了帆船的驾驶，甚至可以参加全国大赛哦！实际上，社团成员中就有在全日本大赛中获得名次的人。大家中或许有人会想：“我连帆船都没见过，有点担心”或者“我不擅长游泳，所以对海上运动……”但是，这些担心完全没有必要。首先，这个社团的成员几乎都是零基础，都是从大学开始接触帆船的。在学长们的指导下进行练习，可以愉快地学习驾驶帆船！此外，在帆船上我们会穿戴好救生衣，而且为了以防万一，附近还会有救援艇待命，所以即使不擅长游泳也完全不用担心。除了帆船之外，我们还会乘坐游艇，在船上举办烧烤派对，尽情享受江之岛的乐趣，精彩活动数不胜数！要不要来体验一下帆船运动呢？我们还举办试乘会，欢迎大家踊跃参加！我们在江之岛的码头等着大家！,每周日/9:00～16:00/江之岛游艇码头,无,machine_translated,not_reviewed,
C0111,3472,cd9225fcb1210d8d,风帆冲浪部,体育（非球类）,帆船,"风帆冲浪是一项利用风力在海上滑行的水上运动。我们乘坐的器材类似于在冲浪板上安装了帆船帆的装置。
/
/
/
/我们通过绕过上风和下风处的两个标记来角逐名次。为了夺得全国大学生团体赛冠军，我们每周六、周日在由比滨进行训练。
/
/
/
/经常听到有人说“我是初学者，有点担心”，但几乎100%的参与者都是从大学开始接触这项运动的初学者，所以完全没问题。此外，即使不会游泳也没关系，因为规定必须穿着救生衣。
/
/
/
/目前，我们已取得过全国大学生个人赛冠军及团体赛获奖的成绩。即使从大学才开始接触，只要努力，也有机会成为日本第一！此外，大一新生会被视为初学者，并参加仅限初学者的比赛，因此从大一开始就能大展身手！！
/
/
/
/社团氛围非常融洽，不仅能与同届同学，还能与学长学姐们建立深厚友谊。暑假和春假等长假期间，我们会前往西湖、本栖湖、滨名湖等平时难以到达的地方进行集训。从第二年起，还有机会去冲绳进行风帆冲浪。此外，通过比赛和训练，还能与其他大学的选手成为朋友，不仅能在关东地区，更能在全国范围内结交朋友。
/
/
/
/想要在大学里挑战新事物！想要认真投入体育运动！对于怀有这种想法的人来说，这是一项非常适合的运动。
/
/
/
/在最后的学生生活中，何不加入早稻田大学风帆冲浪部，一起为争夺日本第一而热血沸腾呢？",每周六日正式训练・平日自主训练/9:00-16:00/镰仓坂之下、由比滨,无,machine_translated,not_reviewed,
